"index","age","job","marital","education","credit_default","balance","housing_loan","personal_loan","contact","duration_sec","campaign","pdays","previous","poutcome","subscription","date","weekday"
1643,29,"blue-collar","married","secondary","no",0,"no","no","unknown",215,1,-1,0,"unknown","no","2008-05-09","Friday"
1644,33,"blue-collar","divorced","primary","no",60,"no","no","unknown",131,1,-1,0,"unknown","no","2008-05-09","Friday"
1645,32,"blue-collar","married","secondary","no",687,"yes","no","unknown",61,1,-1,0,"unknown","no","2008-05-09","Friday"
1646,35,"blue-collar","single","secondary","no",40,"yes","no","unknown",617,4,-1,0,"unknown","yes","2008-05-09","Friday"
1647,31,"technician","single","tertiary","no",22,"yes","no","unknown",483,3,-1,0,"unknown","yes","2008-05-09","Friday"
1648,36,"technician","single","secondary","no",-333,"yes","yes","unknown",847,1,-1,0,"unknown","no","2008-05-09","Friday"
1649,41,"technician","married","secondary","no",483,"yes","no","unknown",319,1,-1,0,"unknown","no","2008-05-09","Friday"
1650,35,"blue-collar","married","secondary","no",503,"yes","yes","unknown",57,2,-1,0,"unknown","no","2008-05-09","Friday"
1651,40,"blue-collar","married","secondary","no",1245,"yes","no","unknown",306,1,-1,0,"unknown","no","2008-05-09","Friday"
1652,42,"blue-collar","married","secondary","no",117,"yes","no","unknown",147,1,-1,0,"unknown","no","2008-05-09","Friday"
1653,34,"technician","single","tertiary","yes",33,"yes","yes","unknown",244,1,-1,0,"unknown","no","2008-05-09","Friday"
1654,41,"technician","single","secondary","no",-320,"yes","no","unknown",128,1,-1,0,"unknown","no","2008-05-09","Friday"
1655,43,"blue-collar","divorced","primary","no",49,"yes","no","unknown",100,1,-1,0,"unknown","no","2008-05-09","Friday"
1656,37,"management","married","tertiary","no",0,"yes","no","unknown",59,1,-1,0,"unknown","no","2008-05-09","Friday"
1657,26,"blue-collar","single","secondary","no",100,"yes","no","unknown",24,1,-1,0,"unknown","no","2008-05-09","Friday"
1658,32,"housemaid","married","primary","no",344,"yes","no","unknown",85,2,-1,0,"unknown","no","2008-05-09","Friday"
1659,51,"blue-collar","married","secondary","no",-286,"yes","no","unknown",70,1,-1,0,"unknown","no","2008-05-09","Friday"
1660,38,"blue-collar","single","secondary","no",57,"yes","no","unknown",21,1,-1,0,"unknown","no","2008-05-09","Friday"
1661,51,"unemployed","divorced","secondary","no",370,"no","no","unknown",167,1,-1,0,"unknown","no","2008-05-09","Friday"
1662,49,"services","divorced","secondary","no",470,"yes","no","unknown",659,2,-1,0,"unknown","no","2008-05-09","Friday"
1663,31,"housemaid","married","secondary","no",0,"yes","no","unknown",327,2,-1,0,"unknown","no","2008-05-09","Friday"
1664,33,"blue-collar","married","primary","no",767,"yes","no","unknown",296,3,-1,0,"unknown","no","2008-05-09","Friday"
1665,30,"admin.","single","unknown","yes",1,"no","no","unknown",307,1,-1,0,"unknown","no","2008-05-09","Friday"
1666,33,"technician","married","secondary","no",0,"no","no","unknown",120,1,-1,0,"unknown","no","2008-05-09","Friday"
1667,41,"unemployed","married","secondary","no",121,"yes","no","unknown",390,2,-1,0,"unknown","no","2008-05-09","Friday"
1668,37,"blue-collar","married","secondary","no",190,"yes","no","unknown",83,2,-1,0,"unknown","no","2008-05-09","Friday"
1669,33,"blue-collar","married","primary","no",120,"yes","no","unknown",250,1,-1,0,"unknown","no","2008-05-09","Friday"
1670,32,"services","married","secondary","no",2068,"yes","yes","unknown",143,1,-1,0,"unknown","no","2008-05-09","Friday"
1671,46,"technician","married","secondary","no",332,"yes","no","unknown",772,1,-1,0,"unknown","yes","2008-05-09","Friday"
1672,34,"management","single","tertiary","no",-322,"no","no","unknown",198,1,-1,0,"unknown","no","2008-05-09","Friday"
1673,32,"blue-collar","married","primary","no",274,"yes","no","unknown",21,3,-1,0,"unknown","no","2008-05-09","Friday"
1674,43,"blue-collar","single","secondary","no",3,"yes","no","unknown",929,3,-1,0,"unknown","yes","2008-05-09","Friday"
1675,28,"blue-collar","married","secondary","no",6,"yes","no","unknown",254,1,-1,0,"unknown","no","2008-05-09","Friday"
1676,46,"technician","divorced","tertiary","no",288,"yes","no","unknown",166,1,-1,0,"unknown","no","2008-05-09","Friday"
1677,52,"services","divorced","primary","no",146,"yes","no","unknown",93,1,-1,0,"unknown","no","2008-05-09","Friday"
1678,34,"blue-collar","married","secondary","no",286,"yes","no","unknown",134,2,-1,0,"unknown","no","2008-05-09","Friday"
1679,27,"technician","divorced","secondary","no",114,"yes","yes","unknown",375,2,-1,0,"unknown","no","2008-05-09","Friday"
1680,32,"technician","single","tertiary","no",190,"yes","yes","unknown",352,1,-1,0,"unknown","no","2008-05-09","Friday"
1681,37,"blue-collar","single","secondary","no",111,"yes","no","unknown",217,2,-1,0,"unknown","no","2008-05-09","Friday"
1682,29,"management","married","tertiary","no",246,"yes","no","unknown",45,1,-1,0,"unknown","no","2008-05-09","Friday"
1683,40,"housemaid","divorced","secondary","no",108,"no","no","unknown",93,1,-1,0,"unknown","no","2008-05-09","Friday"
1684,47,"technician","married","primary","no",187,"yes","no","unknown",165,1,-1,0,"unknown","no","2008-05-09","Friday"
1685,34,"blue-collar","married","secondary","no",457,"yes","no","unknown",266,1,-1,0,"unknown","no","2008-05-09","Friday"
1686,25,"admin.","single","secondary","no",131,"yes","yes","unknown",237,1,-1,0,"unknown","no","2008-05-09","Friday"
1687,30,"management","married","tertiary","no",1825,"yes","no","unknown",164,1,-1,0,"unknown","no","2008-05-09","Friday"
1688,31,"admin.","married","secondary","no",307,"yes","no","unknown",538,1,-1,0,"unknown","yes","2008-05-09","Friday"
1689,35,"blue-collar","married","secondary","yes",-198,"yes","no","unknown",72,2,-1,0,"unknown","no","2008-05-09","Friday"
1690,32,"blue-collar","divorced","secondary","no",739,"yes","no","unknown",171,1,-1,0,"unknown","no","2008-05-09","Friday"
1691,28,"blue-collar","single","secondary","no",759,"yes","no","unknown",710,1,-1,0,"unknown","yes","2008-05-09","Friday"
1692,27,"services","single","secondary","no",777,"yes","no","unknown",131,3,-1,0,"unknown","no","2008-05-09","Friday"
1693,37,"blue-collar","married","primary","no",378,"yes","no","unknown",514,1,-1,0,"unknown","no","2008-05-09","Friday"
1694,35,"blue-collar","single","primary","no",337,"yes","no","unknown",127,1,-1,0,"unknown","no","2008-05-09","Friday"
1695,34,"blue-collar","married","primary","no",-78,"yes","no","unknown",198,1,-1,0,"unknown","no","2008-05-09","Friday"
1696,31,"admin.","married","secondary","no",355,"yes","no","unknown",239,1,-1,0,"unknown","no","2008-05-09","Friday"
1697,36,"management","divorced","tertiary","no",133,"yes","no","unknown",117,1,-1,0,"unknown","no","2008-05-09","Friday"
1698,38,"technician","married","secondary","no",32,"yes","no","unknown",705,1,-1,0,"unknown","no","2008-05-09","Friday"
1699,25,"services","married","secondary","no",55,"yes","yes","unknown",155,1,-1,0,"unknown","no","2008-05-09","Friday"
1700,51,"management","single","tertiary","no",417,"yes","no","unknown",18,1,-1,0,"unknown","no","2008-05-09","Friday"
1701,26,"blue-collar","single","secondary","no",153,"yes","no","unknown",386,1,-1,0,"unknown","no","2008-05-09","Friday"
1702,40,"retired","married","tertiary","no",794,"no","no","unknown",138,1,-1,0,"unknown","no","2008-05-09","Friday"
1703,26,"services","single","secondary","no",187,"yes","no","unknown",341,1,-1,0,"unknown","no","2008-05-09","Friday"
1704,36,"services","married","secondary","no",335,"yes","no","unknown",339,2,-1,0,"unknown","no","2008-05-09","Friday"
1705,59,"blue-collar","married","secondary","no",1407,"yes","no","unknown",232,1,-1,0,"unknown","no","2008-05-09","Friday"
1706,26,"blue-collar","single","secondary","no",-116,"yes","yes","unknown",208,1,-1,0,"unknown","no","2008-05-09","Friday"
1707,49,"self-employed","married","tertiary","no",1842,"yes","no","unknown",124,2,-1,0,"unknown","no","2008-05-09","Friday"
1708,33,"blue-collar","married","primary","no",329,"yes","no","unknown",44,1,-1,0,"unknown","no","2008-05-09","Friday"
1709,31,"blue-collar","married","secondary","no",428,"yes","no","unknown",75,1,-1,0,"unknown","no","2008-05-09","Friday"
1710,59,"management","single","secondary","no",181,"yes","no","unknown",485,1,-1,0,"unknown","no","2008-05-09","Friday"
1711,38,"entrepreneur","married","secondary","no",2139,"yes","no","unknown",576,1,-1,0,"unknown","no","2008-05-09","Friday"
1712,37,"services","single","secondary","no",253,"yes","yes","unknown",280,1,-1,0,"unknown","no","2008-05-09","Friday"
1713,31,"unemployed","single","tertiary","no",133,"yes","no","unknown",480,2,-1,0,"unknown","no","2008-05-09","Friday"
1714,54,"retired","married","secondary","no",785,"yes","no","unknown",86,2,-1,0,"unknown","no","2008-05-09","Friday"
1715,41,"blue-collar","married","primary","no",-45,"yes","yes","unknown",121,4,-1,0,"unknown","no","2008-05-09","Friday"
1716,44,"management","married","tertiary","no",223,"yes","no","unknown",93,2,-1,0,"unknown","no","2008-05-09","Friday"
1717,28,"admin.","single","secondary","no",2831,"yes","no","unknown",211,3,-1,0,"unknown","no","2008-05-09","Friday"
1718,22,"student","single","secondary","no",2412,"yes","no","unknown",238,2,-1,0,"unknown","no","2008-05-09","Friday"
1719,31,"blue-collar","married","primary","no",11,"yes","no","unknown",399,3,-1,0,"unknown","no","2008-05-09","Friday"
1720,36,"services","married","secondary","no",211,"yes","no","unknown",93,2,-1,0,"unknown","no","2008-05-09","Friday"
1721,37,"admin.","divorced","secondary","no",34,"yes","no","unknown",144,3,-1,0,"unknown","no","2008-05-09","Friday"
1722,54,"admin.","married","secondary","no",222,"yes","no","unknown",45,2,-1,0,"unknown","no","2008-05-09","Friday"
1723,28,"management","single","tertiary","no",3285,"yes","no","unknown",98,1,-1,0,"unknown","no","2008-05-09","Friday"
1724,42,"blue-collar","married","primary","no",-67,"yes","no","unknown",128,1,-1,0,"unknown","no","2008-05-09","Friday"
1725,35,"technician","single","tertiary","no",670,"yes","no","unknown",106,1,-1,0,"unknown","no","2008-05-09","Friday"
1726,29,"admin.","married","secondary","no",0,"yes","no","unknown",121,1,-1,0,"unknown","no","2008-05-09","Friday"
1727,59,"blue-collar","single","primary","no",96,"yes","no","unknown",123,1,-1,0,"unknown","no","2008-05-09","Friday"
1728,46,"blue-collar","married","secondary","no",-3,"yes","no","unknown",92,2,-1,0,"unknown","no","2008-05-09","Friday"
1729,32,"self-employed","single","secondary","no",123,"yes","no","unknown",278,1,-1,0,"unknown","no","2008-05-09","Friday"
1730,43,"management","divorced","tertiary","no",443,"yes","no","unknown",219,1,-1,0,"unknown","no","2008-05-09","Friday"
1731,41,"blue-collar","married","primary","no",406,"yes","no","unknown",2462,1,-1,0,"unknown","no","2008-05-09","Friday"
1732,31,"admin.","married","secondary","no",535,"no","no","unknown",249,3,-1,0,"unknown","no","2008-05-09","Friday"
1733,26,"services","single","secondary","no",302,"yes","no","unknown",210,1,-1,0,"unknown","no","2008-05-09","Friday"
1734,29,"blue-collar","married","primary","yes",-43,"yes","no","unknown",484,1,-1,0,"unknown","no","2008-05-09","Friday"
1735,31,"services","married","secondary","no",-346,"no","no","unknown",187,1,-1,0,"unknown","no","2008-05-09","Friday"
1736,37,"blue-collar","divorced","secondary","no",-271,"yes","no","unknown",172,1,-1,0,"unknown","no","2008-05-09","Friday"
1737,35,"technician","married","secondary","no",55,"yes","no","unknown",79,4,-1,0,"unknown","no","2008-05-09","Friday"
1738,31,"technician","single","tertiary","no",375,"yes","no","unknown",207,1,-1,0,"unknown","no","2008-05-09","Friday"
1739,30,"blue-collar","married","secondary","no",-2,"yes","no","unknown",136,2,-1,0,"unknown","no","2008-05-09","Friday"
1740,29,"blue-collar","single","primary","no",-680,"yes","no","unknown",117,2,-1,0,"unknown","no","2008-05-09","Friday"
1741,29,"admin.","divorced","secondary","no",0,"no","no","unknown",393,1,-1,0,"unknown","no","2008-05-09","Friday"
1742,39,"blue-collar","single","secondary","no",217,"yes","no","unknown",107,1,-1,0,"unknown","no","2008-05-09","Friday"
1743,31,"blue-collar","single","secondary","no",160,"yes","no","unknown",25,1,-1,0,"unknown","no","2008-05-09","Friday"
1744,27,"management","single","tertiary","no",118,"yes","no","unknown",132,3,-1,0,"unknown","no","2008-05-09","Friday"
1745,22,"admin.","single","secondary","no",-1,"yes","no","unknown",136,1,-1,0,"unknown","no","2008-05-09","Friday"
1746,31,"management","single","secondary","no",453,"yes","no","unknown",384,2,-1,0,"unknown","no","2008-05-09","Friday"
1747,39,"blue-collar","single","secondary","no",169,"yes","no","unknown",38,1,-1,0,"unknown","no","2008-05-09","Friday"
1748,25,"admin.","single","secondary","no",787,"yes","no","unknown",164,1,-1,0,"unknown","no","2008-05-09","Friday"
1749,27,"self-employed","single","secondary","no",78,"yes","no","unknown",825,1,-1,0,"unknown","no","2008-05-09","Friday"
1750,28,"technician","single","tertiary","no",2269,"yes","no","unknown",331,1,-1,0,"unknown","no","2008-05-09","Friday"
1751,31,"unemployed","married","primary","no",213,"yes","no","unknown",479,2,-1,0,"unknown","no","2008-05-09","Friday"
1752,46,"technician","divorced","secondary","no",164,"yes","no","unknown",229,2,-1,0,"unknown","no","2008-05-09","Friday"
1753,37,"blue-collar","married","secondary","no",934,"no","no","unknown",258,2,-1,0,"unknown","no","2008-05-09","Friday"
1754,27,"services","single","secondary","no",4,"yes","yes","unknown",490,1,-1,0,"unknown","no","2008-05-09","Friday"
1755,34,"unemployed","divorced","secondary","no",354,"yes","no","unknown",308,1,-1,0,"unknown","no","2008-05-09","Friday"
1756,30,"technician","single","secondary","no",23,"yes","no","unknown",137,1,-1,0,"unknown","no","2008-05-09","Friday"
1757,23,"student","single","secondary","no",318,"yes","no","unknown",545,2,-1,0,"unknown","no","2008-05-09","Friday"
1758,33,"technician","divorced","secondary","yes",-305,"no","yes","unknown",109,1,-1,0,"unknown","no","2008-05-09","Friday"
1759,43,"admin.","married","secondary","no",616,"yes","no","unknown",168,2,-1,0,"unknown","no","2008-05-09","Friday"
1760,50,"blue-collar","married","primary","no",2590,"yes","no","unknown",257,6,-1,0,"unknown","no","2008-05-09","Friday"
1761,31,"technician","married","secondary","no",1868,"yes","no","unknown",213,2,-1,0,"unknown","no","2008-05-09","Friday"
1762,32,"blue-collar","single","secondary","no",-578,"no","no","unknown",115,1,-1,0,"unknown","no","2008-05-09","Friday"
1763,32,"admin.","single","secondary","no",-227,"yes","yes","unknown",646,1,-1,0,"unknown","no","2008-05-09","Friday"
1764,37,"technician","divorced","secondary","no",1981,"yes","no","unknown",106,1,-1,0,"unknown","no","2008-05-09","Friday"
1765,60,"management","divorced","unknown","no",404,"yes","no","unknown",95,2,-1,0,"unknown","no","2008-05-09","Friday"
1766,47,"blue-collar","divorced","secondary","no",65,"yes","no","unknown",205,1,-1,0,"unknown","no","2008-05-09","Friday"
1767,32,"blue-collar","married","secondary","yes",-1,"yes","no","unknown",653,1,-1,0,"unknown","yes","2008-05-09","Friday"
1768,34,"services","married","secondary","no",-68,"yes","no","unknown",122,1,-1,0,"unknown","no","2008-05-09","Friday"
1769,36,"blue-collar","divorced","unknown","no",0,"yes","no","unknown",377,1,-1,0,"unknown","no","2008-05-09","Friday"
1770,28,"services","single","secondary","no",229,"yes","no","unknown",322,1,-1,0,"unknown","no","2008-05-09","Friday"
1771,31,"services","divorced","secondary","no",1656,"yes","no","unknown",208,3,-1,0,"unknown","no","2008-05-09","Friday"
1772,43,"housemaid","married","primary","no",1342,"yes","yes","unknown",46,2,-1,0,"unknown","no","2008-05-09","Friday"
1773,32,"unemployed","single","secondary","no",331,"yes","no","unknown",211,2,-1,0,"unknown","no","2008-05-09","Friday"
1774,31,"services","married","secondary","no",238,"yes","yes","unknown",156,2,-1,0,"unknown","no","2008-05-09","Friday"
1775,56,"admin.","married","primary","no",202,"yes","no","unknown",178,2,-1,0,"unknown","no","2008-05-09","Friday"
1776,34,"management","single","tertiary","no",318,"yes","no","unknown",133,2,-1,0,"unknown","no","2008-05-09","Friday"
1777,46,"technician","single","secondary","yes",-1124,"yes","yes","unknown",206,2,-1,0,"unknown","no","2008-05-09","Friday"
1778,27,"admin.","single","secondary","no",662,"yes","no","unknown",544,1,-1,0,"unknown","no","2008-05-09","Friday"
1779,33,"blue-collar","married","secondary","no",1790,"yes","yes","unknown",143,1,-1,0,"unknown","no","2008-05-09","Friday"
1780,35,"blue-collar","married","primary","no",198,"yes","no","unknown",471,2,-1,0,"unknown","no","2008-05-09","Friday"
1781,29,"management","single","tertiary","no",726,"yes","no","unknown",200,3,-1,0,"unknown","no","2008-05-09","Friday"
1782,39,"management","married","tertiary","no",183,"yes","no","unknown",324,2,-1,0,"unknown","no","2008-05-09","Friday"
1783,48,"blue-collar","married","secondary","no",149,"yes","no","unknown",71,1,-1,0,"unknown","no","2008-05-09","Friday"
1784,58,"blue-collar","married","primary","no",-91,"yes","no","unknown",164,5,-1,0,"unknown","no","2008-05-09","Friday"
1785,36,"blue-collar","married","secondary","no",-9,"yes","no","unknown",137,3,-1,0,"unknown","no","2008-05-09","Friday"
1786,33,"blue-collar","married","primary","no",134,"yes","no","unknown",91,2,-1,0,"unknown","no","2008-05-09","Friday"
1787,32,"management","married","tertiary","no",0,"no","no","unknown",280,1,-1,0,"unknown","no","2008-05-09","Friday"
1788,32,"entrepreneur","single","tertiary","no",6259,"yes","no","unknown",230,2,-1,0,"unknown","no","2008-05-09","Friday"
1789,31,"admin.","married","secondary","no",27,"no","yes","unknown",63,1,-1,0,"unknown","no","2008-05-09","Friday"
1790,30,"blue-collar","single","primary","no",383,"yes","no","unknown",135,1,-1,0,"unknown","no","2008-05-09","Friday"
1791,30,"management","single","tertiary","no",1108,"yes","yes","unknown",261,1,-1,0,"unknown","no","2008-05-09","Friday"
1792,40,"blue-collar","married","primary","no",117,"yes","no","unknown",215,2,-1,0,"unknown","no","2008-05-09","Friday"
1793,35,"blue-collar","married","primary","no",108,"yes","no","unknown",200,4,-1,0,"unknown","no","2008-05-09","Friday"
1794,42,"blue-collar","married","primary","no",479,"yes","no","unknown",391,2,-1,0,"unknown","no","2008-05-09","Friday"
1795,60,"technician","married","primary","no",65,"yes","no","unknown",1028,2,-1,0,"unknown","yes","2008-05-09","Friday"
1796,28,"services","single","secondary","no",234,"no","no","unknown",107,3,-1,0,"unknown","no","2008-05-09","Friday"
1797,29,"admin.","single","secondary","no",-53,"yes","no","unknown",108,2,-1,0,"unknown","no","2008-05-09","Friday"
1798,33,"unemployed","married","secondary","no",-131,"yes","yes","unknown",145,2,-1,0,"unknown","no","2008-05-09","Friday"
1799,23,"services","single","secondary","no",-39,"yes","yes","unknown",142,2,-1,0,"unknown","no","2008-05-09","Friday"
1800,34,"blue-collar","married","primary","no",139,"yes","no","unknown",106,1,-1,0,"unknown","no","2008-05-09","Friday"
1801,29,"services","single","secondary","no",262,"yes","no","unknown",134,1,-1,0,"unknown","no","2008-05-09","Friday"
1802,32,"blue-collar","single","secondary","no",160,"yes","no","unknown",190,1,-1,0,"unknown","no","2008-05-09","Friday"
1803,55,"services","married","secondary","no",186,"yes","yes","unknown",241,1,-1,0,"unknown","no","2008-05-09","Friday"
1804,39,"retired","single","primary","no",-79,"no","no","unknown",180,1,-1,0,"unknown","no","2008-05-09","Friday"
1805,37,"admin.","single","secondary","no",1113,"yes","no","unknown",237,1,-1,0,"unknown","no","2008-05-09","Friday"
1806,26,"blue-collar","single","secondary","no",82,"yes","no","unknown",654,1,-1,0,"unknown","yes","2008-05-09","Friday"
1807,35,"management","divorced","tertiary","no",321,"yes","no","unknown",189,1,-1,0,"unknown","no","2008-05-09","Friday"
1808,26,"management","single","tertiary","no",1326,"yes","no","unknown",70,1,-1,0,"unknown","no","2008-05-09","Friday"
1809,34,"technician","single","tertiary","no",2257,"yes","no","unknown",62,1,-1,0,"unknown","no","2008-05-09","Friday"
1810,55,"blue-collar","married","primary","no",1373,"no","no","unknown",1087,2,-1,0,"unknown","no","2008-05-09","Friday"
1811,39,"services","married","secondary","no",304,"yes","yes","unknown",323,1,-1,0,"unknown","no","2008-05-09","Friday"
1812,27,"student","married","tertiary","no",659,"yes","no","unknown",111,2,-1,0,"unknown","no","2008-05-09","Friday"
1813,30,"entrepreneur","single","secondary","no",491,"yes","no","unknown",197,4,-1,0,"unknown","no","2008-05-09","Friday"
1814,28,"management","single","unknown","yes",101,"yes","no","unknown",224,3,-1,0,"unknown","no","2008-05-09","Friday"
1815,33,"blue-collar","single","secondary","no",33,"yes","no","unknown",557,1,-1,0,"unknown","no","2008-05-09","Friday"
1816,43,"management","married","tertiary","no",291,"yes","no","unknown",150,2,-1,0,"unknown","no","2008-05-09","Friday"
1817,50,"services","married","tertiary","no",218,"yes","no","unknown",388,2,-1,0,"unknown","no","2008-05-09","Friday"
1818,26,"blue-collar","single","primary","no",102,"yes","no","unknown",89,1,-1,0,"unknown","no","2008-05-09","Friday"
1819,33,"blue-collar","married","secondary","no",88,"yes","no","unknown",57,2,-1,0,"unknown","no","2008-05-09","Friday"
1820,47,"blue-collar","married","primary","no",94,"yes","no","unknown",209,3,-1,0,"unknown","no","2008-05-09","Friday"
1821,33,"management","single","secondary","no",-665,"yes","yes","unknown",188,1,-1,0,"unknown","no","2008-05-09","Friday"
1822,34,"blue-collar","married","secondary","yes",-331,"yes","yes","unknown",342,1,-1,0,"unknown","no","2008-05-09","Friday"
1823,33,"blue-collar","single","secondary","no",550,"yes","no","unknown",84,1,-1,0,"unknown","no","2008-05-09","Friday"
1824,23,"student","single","secondary","no",151,"yes","no","unknown",97,1,-1,0,"unknown","no","2008-05-09","Friday"
1825,29,"self-employed","single","tertiary","no",5406,"no","no","unknown",530,2,-1,0,"unknown","no","2008-05-09","Friday"
1826,33,"blue-collar","married","secondary","no",269,"yes","no","unknown",365,1,-1,0,"unknown","no","2008-05-09","Friday"
1827,41,"management","married","unknown","no",2457,"yes","no","unknown",285,1,-1,0,"unknown","no","2008-05-09","Friday"
1828,27,"blue-collar","single","secondary","no",45,"yes","no","unknown",352,1,-1,0,"unknown","no","2008-05-09","Friday"
1829,34,"blue-collar","single","secondary","no",610,"yes","no","unknown",316,3,-1,0,"unknown","no","2008-05-09","Friday"
1830,53,"management","married","secondary","no",-133,"yes","no","unknown",126,2,-1,0,"unknown","no","2008-05-09","Friday"
1831,34,"management","single","secondary","no",66,"yes","no","unknown",76,2,-1,0,"unknown","no","2008-05-09","Friday"
1832,40,"blue-collar","married","secondary","no",10,"yes","no","unknown",1692,2,-1,0,"unknown","yes","2008-05-09","Friday"
1833,27,"blue-collar","married","tertiary","no",350,"no","no","unknown",24,1,-1,0,"unknown","no","2008-05-09","Friday"
1834,33,"services","married","tertiary","no",546,"yes","yes","unknown",253,1,-1,0,"unknown","no","2008-05-09","Friday"
1835,40,"technician","single","secondary","no",360,"yes","no","unknown",73,1,-1,0,"unknown","no","2008-05-09","Friday"
1836,21,"student","single","secondary","no",6,"no","no","unknown",622,1,-1,0,"unknown","no","2008-05-09","Friday"
1837,31,"blue-collar","married","secondary","no",0,"yes","no","unknown",133,1,-1,0,"unknown","no","2008-05-09","Friday"
1838,51,"blue-collar","married","secondary","no",22,"yes","yes","unknown",178,1,-1,0,"unknown","no","2008-05-09","Friday"
1839,26,"technician","single","secondary","no",57,"yes","no","unknown",404,2,-1,0,"unknown","no","2008-05-09","Friday"
1840,26,"management","married","primary","no",1349,"yes","no","unknown",275,1,-1,0,"unknown","no","2008-05-09","Friday"
1841,32,"admin.","single","secondary","no",708,"no","no","unknown",109,1,-1,0,"unknown","no","2008-05-09","Friday"
1842,31,"blue-collar","married","secondary","no",1329,"yes","yes","unknown",134,1,-1,0,"unknown","no","2008-05-09","Friday"
1843,27,"unemployed","married","primary","no",7459,"yes","no","unknown",407,2,-1,0,"unknown","no","2008-05-09","Friday"
