"index","age","job","marital","education","credit_default","balance","housing_loan","personal_loan","contact","duration_sec","campaign","pdays","previous","poutcome","subscription","date","weekday"
42622,38,"self-employed","divorced","tertiary","no",6447,"no","no","cellular",296,1,-1,0,"unknown","no","2010-01-12","Tuesday"
42623,66,"self-employed","married","tertiary","no",147,"no","no","telephone",411,1,-1,0,"unknown","yes","2010-01-12","Tuesday"
42624,31,"technician","single","secondary","no",2544,"no","no","cellular",229,1,279,2,"success","yes","2010-01-12","Tuesday"
42625,66,"retired","single","tertiary","no",0,"no","no","cellular",105,1,92,2,"failure","no","2010-01-12","Tuesday"
42626,25,"technician","single","secondary","no",4859,"no","no","cellular",227,1,-1,0,"unknown","yes","2010-01-12","Tuesday"
42627,28,"services","single","secondary","no",168,"no","no","cellular",387,1,194,1,"other","yes","2010-01-12","Tuesday"
42628,25,"blue-collar","single","secondary","no",2007,"no","no","cellular",265,2,-1,0,"unknown","yes","2010-01-12","Tuesday"
42629,47,"admin.","single","secondary","no",3696,"no","no","cellular",758,4,-1,0,"unknown","yes","2010-01-12","Tuesday"
42630,30,"technician","married","tertiary","no",2166,"no","no","cellular",316,2,-1,0,"unknown","yes","2010-01-12","Tuesday"
42631,28,"self-employed","single","tertiary","no",4579,"no","no","cellular",409,2,-1,0,"unknown","yes","2010-01-12","Tuesday"
42632,29,"blue-collar","single","secondary","no",180,"no","no","cellular",350,2,-1,0,"unknown","no","2010-01-12","Tuesday"
42633,49,"management","married","tertiary","no",1093,"yes","yes","cellular",243,2,91,2,"success","yes","2010-01-12","Tuesday"
42634,21,"student","single","secondary","no",2488,"no","no","telephone",661,2,92,1,"success","yes","2010-01-12","Tuesday"
42635,87,"retired","married","primary","no",2190,"no","no","telephone",512,2,-1,0,"unknown","yes","2010-01-12","Tuesday"
42636,34,"blue-collar","married","primary","no",6718,"no","no","cellular",278,4,97,1,"other","no","2010-01-13","Wednesday"
42637,22,"student","single","secondary","no",254,"no","no","cellular",143,2,-1,0,"unknown","yes","2010-01-13","Wednesday"
42638,32,"management","single","tertiary","no",1962,"no","no","cellular",130,1,-1,0,"unknown","no","2010-01-13","Wednesday"
42639,28,"self-employed","single","tertiary","no",1579,"no","no","cellular",163,1,91,3,"failure","yes","2010-01-13","Wednesday"
42640,64,"retired","married","tertiary","no",2139,"no","no","cellular",230,1,91,2,"failure","no","2010-01-13","Wednesday"
42641,31,"technician","single","secondary","no",253,"no","no","cellular",262,1,-1,0,"unknown","no","2010-01-13","Wednesday"
42642,62,"retired","married","tertiary","no",4692,"yes","no","cellular",113,1,90,1,"failure","no","2010-01-13","Wednesday"
42643,31,"unemployed","married","tertiary","no",330,"no","no","cellular",260,1,194,2,"success","yes","2010-01-13","Wednesday"
42644,60,"retired","married","secondary","no",938,"no","no","cellular",380,3,-1,0,"unknown","yes","2010-01-13","Wednesday"
42645,41,"technician","single","unknown","no",5372,"yes","no","cellular",248,3,-1,0,"unknown","yes","2010-01-13","Wednesday"
42646,21,"student","single","secondary","no",71,"no","no","cellular",169,2,-1,0,"unknown","yes","2010-01-13","Wednesday"
42647,24,"student","single","secondary","no",3176,"no","no","cellular",108,2,-1,0,"unknown","yes","2010-01-13","Wednesday"
42648,40,"management","married","tertiary","no",5142,"no","no","cellular",147,2,224,1,"failure","no","2010-01-13","Wednesday"
42649,54,"management","divorced","tertiary","no",496,"no","no","cellular",452,3,-1,0,"unknown","yes","2010-01-13","Wednesday"
42650,80,"retired","married","primary","no",1468,"no","no","cellular",330,3,-1,0,"unknown","yes","2010-01-13","Wednesday"
42651,27,"technician","single","tertiary","no",434,"yes","no","unknown",127,1,-1,0,"unknown","no","2010-01-13","Wednesday"
42652,28,"unemployed","married","secondary","no",687,"no","no","cellular",113,3,33,2,"other","no","2010-01-13","Wednesday"
42653,35,"services","single","secondary","no",3816,"no","no","cellular",331,2,195,1,"other","no","2010-01-13","Wednesday"
42654,29,"self-employed","single","tertiary","no",270,"yes","no","cellular",110,7,252,4,"failure","no","2010-01-14","Thursday"
42655,35,"technician","single","tertiary","no",0,"no","no","cellular",187,7,-1,0,"unknown","yes","2010-01-14","Thursday"
42656,70,"retired","divorced","primary","no",482,"no","no","telephone",372,1,196,2,"success","yes","2010-01-14","Thursday"
42657,62,"blue-collar","married","secondary","no",180,"no","no","cellular",183,1,90,4,"other","yes","2010-01-14","Thursday"
42658,59,"technician","married","primary","no",4198,"no","no","cellular",309,1,91,10,"success","yes","2010-01-14","Thursday"
42659,51,"admin.","married","secondary","no",423,"yes","yes","cellular",236,1,90,1,"failure","no","2010-01-14","Thursday"
42660,50,"management","married","tertiary","no",78,"yes","no","cellular",218,3,161,9,"other","no","2010-01-14","Thursday"
42661,48,"unemployed","married","secondary","no",817,"no","no","cellular",517,1,282,4,"success","yes","2010-01-14","Thursday"
42662,81,"retired","divorced","tertiary","no",0,"no","no","cellular",357,1,-1,0,"unknown","no","2010-01-14","Thursday"
42663,48,"services","married","secondary","no",517,"no","no","cellular",273,1,-1,0,"unknown","no","2010-01-14","Thursday"
42664,45,"admin.","married","secondary","no",5021,"no","no","cellular",233,1,-1,0,"unknown","yes","2010-01-14","Thursday"
42665,32,"admin.","married","secondary","no",51,"yes","yes","cellular",203,1,87,2,"other","yes","2010-01-14","Thursday"
42666,49,"technician","married","primary","no",1569,"no","no","cellular",470,1,196,1,"other","no","2010-01-14","Thursday"
42667,36,"admin.","divorced","secondary","no",592,"no","no","cellular",96,7,93,7,"success","no","2010-01-14","Thursday"
42668,36,"admin.","married","unknown","no",991,"no","no","cellular",589,2,-1,0,"unknown","yes","2010-01-14","Thursday"
42669,33,"services","single","secondary","no",133,"no","no","cellular",305,2,274,1,"success","yes","2010-01-14","Thursday"
42670,32,"technician","single","tertiary","no",471,"no","no","cellular",67,1,-1,0,"unknown","no","2010-01-14","Thursday"
42671,64,"housemaid","married","primary","no",768,"no","no","cellular",371,1,-1,0,"unknown","yes","2010-01-14","Thursday"
42672,37,"self-employed","married","tertiary","no",11387,"no","no","cellular",153,1,225,2,"other","no","2010-01-14","Thursday"
42673,30,"management","single","tertiary","no",536,"no","no","cellular",362,2,91,2,"success","yes","2010-01-14","Thursday"
42674,59,"services","single","secondary","no",739,"no","no","cellular",408,1,-1,0,"unknown","yes","2010-01-14","Thursday"
42675,50,"admin.","married","secondary","no",2955,"no","no","cellular",166,1,-1,0,"unknown","no","2010-01-14","Thursday"
42676,32,"admin.","married","secondary","no",366,"no","no","cellular",366,2,-1,0,"unknown","yes","2010-01-14","Thursday"
42677,60,"retired","divorced","tertiary","no",979,"yes","no","cellular",295,3,347,1,"failure","yes","2010-01-15","Friday"
42678,39,"management","married","tertiary","no",2939,"no","no","cellular",348,2,-1,0,"unknown","yes","2010-01-15","Friday"
42679,68,"retired","married","primary","no",0,"no","no","telephone",814,1,-1,0,"unknown","no","2010-01-15","Friday"
42680,37,"management","married","tertiary","no",0,"no","no","cellular",426,2,196,1,"other","yes","2010-01-15","Friday"
42681,65,"retired","married","primary","no",2173,"no","no","cellular",543,4,276,1,"failure","no","2010-01-15","Friday"
42682,38,"services","married","secondary","no",282,"no","no","cellular",360,3,-1,0,"unknown","no","2010-01-15","Friday"
42683,37,"admin.","single","secondary","no",4803,"no","no","cellular",396,2,-1,0,"unknown","yes","2010-01-15","Friday"
42684,55,"management","married","tertiary","no",7803,"no","no","cellular",441,1,-1,0,"unknown","yes","2010-01-15","Friday"
42685,66,"retired","married","secondary","no",154,"no","no","telephone",66,2,-1,0,"unknown","no","2010-01-15","Friday"
42686,26,"admin.","single","secondary","no",1099,"no","no","cellular",99,2,225,13,"other","no","2010-01-15","Friday"
42687,40,"technician","single","tertiary","no",226,"no","no","cellular",176,2,-1,0,"unknown","no","2010-01-15","Friday"
42688,30,"management","single","tertiary","no",720,"no","no","cellular",1265,4,210,4,"other","yes","2010-01-15","Friday"
42689,35,"blue-collar","single","tertiary","no",1830,"no","no","cellular",78,4,93,2,"failure","no","2010-01-15","Friday"
42690,85,"retired","married","primary","no",1255,"no","no","cellular",233,3,-1,0,"unknown","yes","2010-01-15","Friday"
42691,28,"management","married","tertiary","no",893,"no","no","cellular",204,2,94,2,"success","no","2010-01-18","Monday"
42692,57,"management","married","tertiary","no",1318,"no","no","cellular",91,2,94,3,"success","no","2010-01-18","Monday"
42693,79,"retired","married","primary","no",8556,"no","no","telephone",326,2,272,2,"success","yes","2010-01-18","Monday"
42694,58,"unknown","married","tertiary","no",327,"no","no","telephone",124,4,-1,0,"unknown","no","2010-01-18","Monday"
42695,20,"student","single","unknown","no",167,"no","no","cellular",237,1,-1,0,"unknown","no","2010-01-18","Monday"
42696,64,"retired","married","secondary","no",588,"no","no","cellular",366,1,91,2,"failure","yes","2010-01-18","Monday"
42697,42,"technician","married","secondary","no",994,"yes","no","cellular",453,1,67,9,"success","yes","2010-01-18","Monday"
42698,27,"student","single","secondary","no",2245,"no","no","cellular",163,1,-1,0,"unknown","no","2010-01-18","Monday"
42699,47,"blue-collar","married","secondary","no",820,"no","no","cellular",262,1,91,1,"success","yes","2010-01-18","Monday"
42700,37,"management","married","tertiary","no",539,"no","no","cellular",540,2,115,3,"failure","no","2010-01-18","Monday"
42701,21,"student","single","primary","no",423,"no","no","telephone",287,5,285,5,"success","yes","2010-01-18","Monday"
42702,63,"housemaid","married","tertiary","no",1528,"no","no","cellular",309,2,95,3,"success","no","2010-01-18","Monday"
42703,66,"retired","married","secondary","no",203,"no","no","cellular",353,1,195,1,"success","yes","2010-01-18","Monday"
42704,28,"management","single","tertiary","no",3053,"no","no","telephone",165,4,-1,0,"unknown","no","2010-01-18","Monday"
42705,19,"student","single","primary","no",103,"no","no","cellular",177,2,95,4,"failure","no","2010-01-18","Monday"
42706,31,"management","married","tertiary","no",460,"yes","no","unknown",23,1,-1,0,"unknown","no","2010-01-22","Friday"
42707,46,"admin.","single","secondary","no",1693,"yes","no","cellular",137,1,97,1,"success","no","2010-01-25","Monday"
42708,42,"admin.","married","secondary","no",383,"no","no","cellular",146,1,-1,0,"unknown","no","2010-01-25","Monday"
42709,76,"retired","married","tertiary","no",2991,"no","no","cellular",195,1,95,2,"success","no","2010-01-25","Monday"
42710,61,"retired","married","secondary","no",86,"no","no","cellular",639,1,94,1,"success","yes","2010-01-25","Monday"
42711,62,"retired","married","secondary","no",243,"no","no","cellular",117,1,280,1,"success","no","2010-01-25","Monday"
42712,39,"management","married","tertiary","no",1802,"no","no","cellular",129,2,97,2,"failure","no","2010-01-25","Monday"
42713,37,"management","single","tertiary","no",2163,"no","no","cellular",114,1,234,1,"failure","no","2010-01-25","Monday"
42714,74,"retired","married","tertiary","no",2575,"no","no","cellular",172,2,161,1,"failure","no","2010-01-25","Monday"
42715,32,"management","single","tertiary","no",307,"no","no","cellular",96,1,201,3,"success","no","2010-01-25","Monday"
42716,50,"management","married","tertiary","no",5969,"no","no","cellular",455,1,544,2,"failure","yes","2010-01-25","Monday"
42717,61,"management","married","tertiary","no",13546,"no","no","cellular",318,2,283,3,"success","no","2010-01-25","Monday"
42718,27,"admin.","married","tertiary","no",2855,"no","no","cellular",240,1,301,3,"failure","yes","2010-01-25","Monday"
42719,27,"student","single","secondary","no",2015,"no","no","cellular",87,1,245,1,"other","no","2010-01-25","Monday"
42720,30,"technician","single","secondary","no",323,"no","no","cellular",116,1,151,3,"failure","no","2010-01-25","Monday"
42721,63,"retired","married","secondary","no",2716,"no","no","cellular",205,1,-1,0,"unknown","no","2010-01-25","Monday"
42722,63,"retired","married","secondary","no",474,"no","no","cellular",423,1,-1,0,"unknown","yes","2010-01-25","Monday"
42723,36,"management","married","tertiary","no",203,"no","no","cellular",255,1,88,1,"success","yes","2010-01-25","Monday"
42724,38,"unemployed","married","primary","no",7005,"yes","no","cellular",696,1,202,2,"success","yes","2010-01-25","Monday"
42725,27,"admin.","single","tertiary","no",689,"no","no","cellular",98,1,307,1,"failure","no","2010-01-26","Tuesday"
42726,30,"student","single","secondary","no",3096,"no","no","cellular",123,1,-1,0,"unknown","no","2010-01-26","Tuesday"
42727,92,"retired","married","unknown","no",775,"no","no","cellular",164,4,96,3,"success","yes","2010-01-26","Tuesday"
42728,33,"admin.","single","tertiary","no",0,"no","no","cellular",93,1,-1,0,"unknown","no","2010-01-26","Tuesday"
42729,40,"admin.","married","tertiary","no",1108,"no","no","cellular",228,1,92,5,"failure","no","2010-01-26","Tuesday"
42730,77,"retired","married","secondary","no",4112,"no","no","telephone",1616,1,95,2,"success","yes","2010-01-26","Tuesday"
42731,74,"retired","married","secondary","no",935,"no","no","cellular",100,1,104,1,"other","no","2010-01-26","Tuesday"
42732,56,"retired","married","secondary","no",0,"no","no","cellular",413,2,-1,0,"unknown","no","2010-01-26","Tuesday"
42733,68,"retired","single","tertiary","no",2144,"no","no","cellular",708,1,96,3,"success","yes","2010-01-26","Tuesday"
42734,48,"management","married","tertiary","no",1167,"yes","yes","cellular",122,4,50,4,"other","no","2010-01-26","Tuesday"
42735,45,"admin.","married","secondary","no",2556,"no","no","telephone",196,2,-1,0,"unknown","no","2010-01-26","Tuesday"
42736,30,"admin.","single","secondary","no",255,"no","no","cellular",143,1,-1,0,"unknown","yes","2010-01-27","Wednesday"
42737,81,"retired","married","primary","no",243,"no","no","cellular",340,1,92,1,"success","yes","2010-01-27","Wednesday"
42738,35,"technician","married","secondary","no",746,"no","yes","cellular",240,1,-1,0,"unknown","no","2010-01-27","Wednesday"
42739,42,"unknown","single","unknown","no",942,"no","no","cellular",245,1,92,2,"success","yes","2010-01-27","Wednesday"
42740,28,"technician","single","unknown","no",0,"yes","no","cellular",183,1,92,2,"success","no","2010-01-27","Wednesday"
42741,36,"technician","married","tertiary","no",6,"yes","no","cellular",100,1,435,1,"failure","no","2010-01-27","Wednesday"
42742,38,"blue-collar","single","secondary","no",0,"no","no","cellular",240,1,92,4,"success","no","2010-01-27","Wednesday"
42743,48,"admin.","divorced","secondary","no",1180,"no","no","cellular",142,1,238,3,"other","yes","2010-01-27","Wednesday"
42744,52,"services","married","secondary","no",992,"yes","no","cellular",342,1,92,2,"success","yes","2010-01-27","Wednesday"
42745,38,"housemaid","divorced","secondary","no",70,"no","no","cellular",164,4,92,4,"success","yes","2010-01-27","Wednesday"
42746,55,"management","married","unknown","no",831,"yes","yes","telephone",100,1,100,6,"failure","no","2010-01-27","Wednesday"
42747,71,"unknown","married","tertiary","no",353,"no","no","cellular",208,1,93,2,"failure","no","2010-01-27","Wednesday"
42748,61,"admin.","married","unknown","no",4629,"yes","no","cellular",181,1,92,1,"success","yes","2010-01-27","Wednesday"
42749,30,"blue-collar","married","secondary","no",319,"no","no","cellular",210,2,-1,0,"unknown","no","2010-01-27","Wednesday"
42750,20,"student","single","unknown","no",829,"no","no","cellular",196,3,202,2,"success","yes","2010-01-27","Wednesday"
42751,50,"blue-collar","married","unknown","no",51,"no","no","telephone",199,3,-1,0,"unknown","no","2010-01-27","Wednesday"
42752,70,"retired","married","secondary","no",2626,"no","no","telephone",175,3,147,2,"success","no","2010-01-27","Wednesday"
42753,69,"retired","divorced","secondary","no",4572,"no","no","cellular",185,2,92,3,"success","no","2010-01-27","Wednesday"
42754,54,"admin.","married","secondary","no",0,"no","no","cellular",565,1,-1,0,"unknown","yes","2010-01-27","Wednesday"
42755,39,"admin.","married","secondary","no",0,"no","no","cellular",366,1,436,10,"failure","yes","2010-01-27","Wednesday"
42756,44,"technician","married","secondary","no",2776,"yes","no","cellular",701,1,-1,0,"unknown","yes","2010-01-27","Wednesday"
42757,26,"admin.","single","secondary","no",614,"no","no","cellular",103,1,-1,0,"unknown","no","2010-01-27","Wednesday"
42758,56,"unemployed","divorced","primary","no",282,"no","no","cellular",156,2,-1,0,"unknown","no","2010-01-28","Thursday"
42759,73,"retired","married","primary","no",279,"no","no","cellular",399,3,-1,0,"unknown","yes","2010-01-28","Thursday"
42760,44,"admin.","married","secondary","no",2403,"yes","no","cellular",180,2,-1,0,"unknown","no","2010-01-28","Thursday"
42761,61,"retired","married","secondary","no",89,"no","no","cellular",477,2,92,3,"failure","no","2010-01-28","Thursday"
42762,66,"retired","married","tertiary","no",908,"no","no","cellular",156,2,-1,0,"unknown","no","2010-01-28","Thursday"
42763,36,"student","single","tertiary","no",129,"no","no","cellular",918,1,93,1,"success","yes","2010-01-28","Thursday"
42764,33,"management","single","tertiary","no",373,"no","yes","cellular",169,3,93,1,"failure","no","2010-01-28","Thursday"
42765,76,"retired","married","unknown","no",8919,"no","no","cellular",231,1,-1,0,"unknown","no","2010-01-28","Thursday"
42766,48,"management","married","tertiary","no",157,"no","no","cellular",417,4,-1,0,"unknown","yes","2010-01-28","Thursday"
42767,52,"services","married","secondary","no",659,"no","no","cellular",390,4,93,1,"success","yes","2010-01-28","Thursday"
42768,66,"retired","married","primary","no",747,"no","no","telephone",203,3,93,1,"failure","no","2010-01-28","Thursday"
42769,38,"technician","single","tertiary","no",6889,"yes","no","cellular",194,1,286,3,"failure","no","2010-01-28","Thursday"
42770,32,"admin.","single","tertiary","no",291,"no","no","telephone",223,6,275,5,"other","no","2010-01-28","Thursday"
42771,48,"management","married","tertiary","no",3494,"no","no","cellular",145,3,97,1,"other","no","2010-01-28","Thursday"
42772,30,"blue-collar","married","secondary","no",2493,"no","no","cellular",293,2,-1,0,"unknown","yes","2010-01-28","Thursday"
42773,39,"admin.","married","tertiary","no",1022,"yes","yes","cellular",123,2,-1,0,"unknown","no","2010-01-28","Thursday"
42774,36,"management","married","tertiary","no",3949,"no","no","cellular",130,2,-1,0,"unknown","yes","2010-01-28","Thursday"
42775,49,"technician","divorced","unknown","no",387,"no","no","cellular",325,1,-1,0,"unknown","yes","2010-01-28","Thursday"
42776,29,"management","single","tertiary","no",187,"yes","no","cellular",154,2,555,2,"failure","no","2010-01-28","Thursday"
42777,35,"technician","married","secondary","no",481,"yes","yes","telephone",141,4,164,1,"other","no","2010-01-28","Thursday"
42778,42,"management","single","tertiary","no",7560,"no","no","cellular",132,1,-1,0,"unknown","yes","2010-01-28","Thursday"
42779,80,"retired","married","primary","no",997,"no","no","cellular",151,1,91,3,"success","yes","2010-01-28","Thursday"
42780,68,"retired","single","primary","no",363,"no","no","cellular",193,1,-1,0,"unknown","no","2010-01-28","Thursday"
42781,31,"housemaid","single","tertiary","no",2017,"yes","no","cellular",167,1,286,5,"failure","no","2010-01-28","Thursday"
42782,33,"technician","married","tertiary","no",1699,"no","no","cellular",202,1,83,3,"success","yes","2010-01-28","Thursday"
42783,56,"technician","married","tertiary","no",1181,"no","no","cellular",186,1,433,1,"failure","yes","2010-01-28","Thursday"
42784,64,"management","married","tertiary","no",3951,"no","no","cellular",134,1,91,1,"success","yes","2010-01-28","Thursday"
42785,54,"admin.","married","secondary","no",0,"no","no","cellular",161,1,98,2,"failure","yes","2010-01-28","Thursday"
42786,27,"unknown","single","tertiary","no",6421,"no","no","telephone",147,4,-1,0,"unknown","no","2010-01-28","Thursday"
42787,52,"technician","married","tertiary","no",2557,"no","no","cellular",134,5,204,2,"success","yes","2010-01-28","Thursday"
42788,63,"technician","married","secondary","no",896,"yes","no","cellular",115,3,91,4,"other","no","2010-01-28","Thursday"
42789,34,"admin.","married","tertiary","no",0,"no","no","cellular",155,2,-1,0,"unknown","yes","2010-01-28","Thursday"
42790,50,"management","married","tertiary","no",2366,"no","no","cellular",816,2,149,1,"other","yes","2010-01-28","Thursday"
42791,66,"retired","married","tertiary","no",1948,"no","no","cellular",216,1,91,4,"success","yes","2010-01-28","Thursday"
42792,36,"management","married","tertiary","no",2283,"no","no","cellular",213,2,-1,0,"unknown","no","2010-01-28","Thursday"
42793,31,"self-employed","single","tertiary","no",283,"no","no","cellular",98,2,241,1,"failure","no","2010-01-28","Thursday"
42794,52,"blue-collar","married","primary","no",306,"no","no","cellular",223,1,-1,0,"unknown","yes","2010-01-28","Thursday"
42795,82,"housemaid","divorced","primary","no",1381,"no","no","cellular",86,3,93,1,"failure","no","2010-01-28","Thursday"
42796,62,"technician","married","unknown","no",4727,"yes","no","telephone",80,4,90,4,"other","no","2010-01-28","Thursday"
42797,60,"admin.","married","secondary","no",438,"yes","no","telephone",176,2,-1,0,"unknown","no","2010-01-28","Thursday"
42798,62,"entrepreneur","married","secondary","no",3904,"no","no","telephone",403,2,-1,0,"unknown","yes","2010-01-29","Friday"
42799,60,"retired","married","secondary","no",18967,"yes","no","cellular",177,2,-1,0,"unknown","yes","2010-01-29","Friday"
42800,43,"self-employed","married","tertiary","no",2501,"no","no","cellular",153,4,-1,0,"unknown","no","2010-01-29","Friday"
42801,46,"admin.","married","secondary","no",179,"yes","no","cellular",194,4,436,1,"other","no","2010-01-29","Friday"
42802,28,"admin.","single","secondary","no",261,"yes","yes","cellular",254,3,142,6,"success","yes","2010-01-29","Friday"
42803,26,"technician","single","secondary","no",2002,"no","no","cellular",146,1,-1,0,"unknown","yes","2010-01-29","Friday"
42804,56,"retired","divorced","primary","no",694,"no","no","cellular",144,1,102,1,"other","yes","2010-01-29","Friday"
42805,34,"management","married","tertiary","no",5878,"no","no","cellular",159,7,98,3,"success","no","2010-01-29","Friday"
42806,36,"technician","married","tertiary","no",202,"no","no","cellular",313,1,120,3,"failure","yes","2010-01-29","Friday"
42807,26,"admin.","single","secondary","no",338,"no","no","cellular",245,1,92,3,"success","no","2010-01-29","Friday"
42808,54,"admin.","single","secondary","no",1958,"no","no","telephone",179,1,206,6,"failure","no","2010-01-29","Friday"
42809,32,"management","divorced","tertiary","no",530,"yes","no","cellular",131,1,127,3,"failure","no","2010-01-29","Friday"
42810,60,"blue-collar","married","primary","no",5,"no","no","cellular",533,1,92,1,"success","yes","2010-01-29","Friday"
42811,26,"technician","single","tertiary","no",1972,"yes","no","cellular",221,2,-1,0,"unknown","no","2010-01-29","Friday"
42812,48,"management","married","tertiary","no",866,"no","no","cellular",146,2,-1,0,"unknown","no","2010-01-29","Friday"
42813,42,"management","single","tertiary","no",706,"no","no","cellular",132,2,-1,0,"unknown","no","2010-01-29","Friday"
42814,35,"unemployed","single","tertiary","no",154,"no","no","cellular",105,2,-1,0,"unknown","no","2010-01-29","Friday"
42815,26,"management","single","tertiary","no",592,"no","no","telephone",145,2,164,1,"other","no","2010-01-29","Friday"
42816,51,"management","married","unknown","no",1708,"no","no","telephone",92,3,-1,0,"unknown","no","2010-01-29","Friday"
42817,45,"management","single","tertiary","no",4831,"no","no","cellular",479,11,-1,0,"unknown","yes","2010-01-29","Friday"
42818,20,"student","single","primary","no",0,"no","no","cellular",143,5,91,8,"failure","no","2010-02-01","Monday"
42819,29,"technician","married","secondary","no",1599,"yes","no","cellular",200,2,96,3,"failure","no","2010-02-01","Monday"
42820,60,"management","married","unknown","no",264,"no","no","telephone",265,1,-1,0,"unknown","yes","2010-02-01","Monday"
42821,33,"entrepreneur","single","secondary","no",278,"no","no","cellular",563,5,-1,0,"unknown","yes","2010-02-01","Monday"
42822,40,"management","single","tertiary","no",257,"no","no","cellular",147,1,209,1,"failure","no","2010-02-01","Monday"
42823,40,"blue-collar","married","secondary","no",275,"yes","no","cellular",196,2,-1,0,"unknown","no","2010-02-01","Monday"
42824,72,"retired","single","tertiary","no",1285,"no","no","telephone",280,2,91,7,"failure","no","2010-02-01","Monday"
42825,77,"retired","married","tertiary","no",7802,"no","no","telephone",483,2,-1,0,"unknown","yes","2010-02-01","Monday"
42826,36,"admin.","single","tertiary","no",980,"no","no","cellular",343,2,95,2,"failure","no","2010-02-01","Monday"
42827,65,"retired","married","tertiary","no",1973,"no","no","telephone",121,1,287,3,"success","no","2010-02-02","Tuesday"
42828,60,"management","married","tertiary","no",3401,"no","no","cellular",121,1,95,2,"success","no","2010-02-02","Tuesday"
42829,37,"unemployed","single","tertiary","no",953,"yes","no","cellular",102,1,155,5,"failure","no","2010-02-02","Tuesday"
42830,67,"management","married","secondary","no",1287,"no","no","cellular",511,1,-1,0,"unknown","no","2010-02-02","Tuesday"
42831,33,"management","married","tertiary","no",62,"yes","no","cellular",102,1,264,1,"failure","no","2010-02-02","Tuesday"
