"index","age","job","marital","education","credit_default","balance","housing_loan","personal_loan","contact","duration_sec","campaign","pdays","previous","poutcome","subscription","date","weekday"
396,40,"admin.","single","secondary","no",263,"yes","no","unknown",231,1,-1,0,"unknown","no","2008-05-06","Tuesday"
397,38,"admin.","married","secondary","no",1,"no","no","unknown",76,1,-1,0,"unknown","no","2008-05-06","Tuesday"
398,34,"blue-collar","married","secondary","no",283,"no","yes","unknown",199,1,-1,0,"unknown","no","2008-05-06","Tuesday"
399,47,"blue-collar","married","primary","no",206,"yes","no","unknown",152,1,-1,0,"unknown","no","2008-05-06","Tuesday"
400,42,"housemaid","married","primary","no",17,"yes","no","unknown",124,1,-1,0,"unknown","no","2008-05-06","Tuesday"
401,48,"technician","married","secondary","no",141,"yes","yes","unknown",424,1,-1,0,"unknown","no","2008-05-06","Tuesday"
402,29,"self-employed","single","tertiary","no",16,"yes","no","unknown",43,1,-1,0,"unknown","no","2008-05-06","Tuesday"
403,50,"services","married","secondary","no",206,"yes","no","unknown",154,1,-1,0,"unknown","no","2008-05-06","Tuesday"
404,52,"technician","married","unknown","no",7,"no","no","unknown",203,2,-1,0,"unknown","no","2008-05-06","Tuesday"
405,50,"management","married","tertiary","no",0,"no","no","unknown",326,1,-1,0,"unknown","no","2008-05-06","Tuesday"
406,58,"retired","married","tertiary","no",0,"no","no","unknown",393,1,-1,0,"unknown","no","2008-05-06","Tuesday"
407,46,"blue-collar","divorced","primary","no",1927,"yes","no","unknown",241,3,-1,0,"unknown","no","2008-05-06","Tuesday"
408,38,"technician","married","secondary","no",284,"yes","no","unknown",483,1,-1,0,"unknown","no","2008-05-06","Tuesday"
409,46,"blue-collar","married","secondary","no",1660,"yes","no","unknown",259,1,-1,0,"unknown","no","2008-05-06","Tuesday"
410,32,"services","single","secondary","no",406,"yes","no","unknown",227,1,-1,0,"unknown","no","2008-05-06","Tuesday"
411,51,"blue-collar","married","primary","no",230,"yes","no","unknown",673,1,-1,0,"unknown","no","2008-05-06","Tuesday"
412,39,"admin.","single","secondary","no",-25,"yes","no","unknown",576,1,-1,0,"unknown","no","2008-05-06","Tuesday"
413,48,"admin.","married","secondary","no",182,"yes","no","unknown",180,2,-1,0,"unknown","no","2008-05-06","Tuesday"
414,36,"entrepreneur","married","tertiary","no",1169,"yes","no","unknown",168,2,-1,0,"unknown","no","2008-05-06","Tuesday"
415,34,"admin.","divorced","secondary","no",67,"yes","no","unknown",90,1,-1,0,"unknown","no","2008-05-06","Tuesday"
416,40,"technician","married","secondary","no",77,"no","no","unknown",505,1,-1,0,"unknown","no","2008-05-06","Tuesday"
417,43,"unemployed","married","secondary","no",0,"yes","no","unknown",245,1,-1,0,"unknown","no","2008-05-06","Tuesday"
418,52,"blue-collar","divorced","primary","no",55,"yes","yes","unknown",186,1,-1,0,"unknown","no","2008-05-06","Tuesday"
419,33,"technician","married","secondary","yes",72,"yes","no","unknown",623,1,-1,0,"unknown","no","2008-05-06","Tuesday"
420,49,"management","single","tertiary","no",163,"yes","no","unknown",496,3,-1,0,"unknown","no","2008-05-06","Tuesday"
421,32,"management","single","tertiary","no",151,"yes","no","unknown",118,1,-1,0,"unknown","no","2008-05-06","Tuesday"
422,39,"admin.","single","secondary","no",113,"yes","no","unknown",342,1,-1,0,"unknown","no","2008-05-06","Tuesday"
423,40,"blue-collar","married","secondary","no",0,"yes","no","unknown",225,1,-1,0,"unknown","no","2008-05-06","Tuesday"
424,38,"technician","single","tertiary","no",9,"yes","no","unknown",185,3,-1,0,"unknown","no","2008-05-06","Tuesday"
425,43,"management","married","secondary","no",375,"yes","no","unknown",196,2,-1,0,"unknown","no","2008-05-06","Tuesday"
426,39,"services","married","secondary","no",1142,"yes","no","unknown",276,1,-1,0,"unknown","no","2008-05-06","Tuesday"
427,54,"blue-collar","married","primary","no",2102,"yes","no","unknown",76,1,-1,0,"unknown","no","2008-05-06","Tuesday"
428,38,"technician","single","tertiary","no",4325,"yes","no","unknown",87,1,-1,0,"unknown","no","2008-05-06","Tuesday"
429,40,"blue-collar","married","secondary","no",217,"yes","no","unknown",195,1,-1,0,"unknown","no","2008-05-06","Tuesday"
430,55,"admin.","married","secondary","no",131,"yes","no","unknown",744,1,-1,0,"unknown","no","2008-05-06","Tuesday"
431,42,"management","married","tertiary","no",1680,"yes","no","unknown",765,1,-1,0,"unknown","no","2008-05-06","Tuesday"
432,39,"blue-collar","married","secondary","no",0,"yes","no","unknown",262,1,-1,0,"unknown","no","2008-05-06","Tuesday"
433,40,"blue-collar","married","primary","no",46,"yes","no","unknown",119,1,-1,0,"unknown","no","2008-05-06","Tuesday"
434,32,"blue-collar","married","secondary","no",320,"yes","no","unknown",198,2,-1,0,"unknown","no","2008-05-06","Tuesday"
435,55,"admin.","married","secondary","no",183,"yes","no","unknown",150,1,-1,0,"unknown","no","2008-05-06","Tuesday"
436,45,"blue-collar","married","secondary","no",39,"no","no","unknown",241,1,-1,0,"unknown","no","2008-05-06","Tuesday"
437,35,"management","single","tertiary","no",560,"yes","no","unknown",181,1,-1,0,"unknown","no","2008-05-06","Tuesday"
438,58,"technician","divorced","secondary","no",469,"no","no","unknown",196,1,-1,0,"unknown","no","2008-05-06","Tuesday"
439,35,"admin.","married","secondary","no",530,"yes","no","unknown",149,1,-1,0,"unknown","no","2008-05-06","Tuesday"
440,49,"services","married","primary","no",61,"yes","no","unknown",246,1,-1,0,"unknown","no","2008-05-06","Tuesday"
441,34,"technician","single","tertiary","no",242,"yes","no","unknown",112,1,-1,0,"unknown","no","2008-05-06","Tuesday"
442,36,"blue-collar","married","secondary","no",139,"yes","no","unknown",309,2,-1,0,"unknown","no","2008-05-06","Tuesday"
443,24,"self-employed","single","secondary","no",0,"yes","no","unknown",278,1,-1,0,"unknown","no","2008-05-06","Tuesday"
444,34,"technician","married","secondary","no",367,"yes","no","unknown",140,1,-1,0,"unknown","no","2008-05-06","Tuesday"
445,51,"admin.","divorced","secondary","no",228,"yes","no","unknown",136,1,-1,0,"unknown","no","2008-05-06","Tuesday"
446,39,"technician","single","unknown","no",45248,"yes","no","unknown",1623,1,-1,0,"unknown","yes","2008-05-06","Tuesday"
447,50,"self-employed","married","unknown","no",-84,"yes","no","unknown",101,1,-1,0,"unknown","no","2008-05-06","Tuesday"
448,32,"services","single","secondary","no",310,"yes","no","unknown",144,1,-1,0,"unknown","no","2008-05-06","Tuesday"
449,42,"blue-collar","married","unknown","no",132,"yes","no","unknown",238,1,-1,0,"unknown","no","2008-05-06","Tuesday"
450,50,"technician","married","secondary","no",797,"yes","no","unknown",354,1,-1,0,"unknown","no","2008-05-06","Tuesday"
451,40,"services","married","secondary","no",71,"no","no","unknown",79,1,-1,0,"unknown","no","2008-05-06","Tuesday"
452,46,"management","divorced","unknown","no",2,"yes","no","unknown",187,1,-1,0,"unknown","no","2008-05-06","Tuesday"
453,37,"management","married","tertiary","no",231,"yes","yes","unknown",451,2,-1,0,"unknown","no","2008-05-06","Tuesday"
454,34,"blue-collar","married","secondary","no",270,"yes","yes","unknown",159,1,-1,0,"unknown","no","2008-05-06","Tuesday"
455,44,"blue-collar","married","secondary","no",274,"yes","yes","unknown",409,1,-1,0,"unknown","no","2008-05-06","Tuesday"
456,40,"admin.","single","secondary","no",-109,"yes","yes","unknown",170,1,-1,0,"unknown","no","2008-05-06","Tuesday"
457,37,"technician","married","secondary","no",1,"yes","no","unknown",608,1,-1,0,"unknown","yes","2008-05-06","Tuesday"
458,33,"blue-collar","single","secondary","yes",-60,"no","no","unknown",243,1,-1,0,"unknown","no","2008-05-06","Tuesday"
459,35,"blue-collar","married","secondary","no",89,"yes","no","unknown",145,2,-1,0,"unknown","no","2008-05-06","Tuesday"
460,58,"blue-collar","divorced","secondary","no",-11,"no","no","unknown",112,1,-1,0,"unknown","no","2008-05-06","Tuesday"
461,39,"blue-collar","married","primary","no",0,"yes","no","unknown",262,2,-1,0,"unknown","no","2008-05-06","Tuesday"
462,43,"blue-collar","married","secondary","no",-509,"yes","no","unknown",124,1,-1,0,"unknown","no","2008-05-06","Tuesday"
463,39,"unemployed","married","primary","no",408,"yes","no","unknown",53,1,-1,0,"unknown","no","2008-05-06","Tuesday"
464,36,"services","single","primary","no",58,"yes","no","unknown",134,1,-1,0,"unknown","no","2008-05-06","Tuesday"
465,57,"retired","single","secondary","no",1640,"no","yes","unknown",204,4,-1,0,"unknown","no","2008-05-06","Tuesday"
466,36,"admin.","single","secondary","no",20,"yes","no","unknown",186,1,-1,0,"unknown","no","2008-05-06","Tuesday"
467,50,"blue-collar","married","primary","no",71,"yes","no","unknown",678,1,-1,0,"unknown","no","2008-05-06","Tuesday"
468,55,"blue-collar","married","secondary","no",52,"yes","no","unknown",182,1,-1,0,"unknown","no","2008-05-06","Tuesday"
469,44,"self-employed","married","tertiary","no",292,"yes","no","unknown",162,1,-1,0,"unknown","no","2008-05-06","Tuesday"
470,44,"services","divorced","secondary","no",424,"yes","no","unknown",27,1,-1,0,"unknown","no","2008-05-06","Tuesday"
471,39,"housemaid","single","primary","no",109,"yes","no","unknown",699,3,-1,0,"unknown","no","2008-05-06","Tuesday"
472,46,"blue-collar","married","unknown","no",1044,"yes","no","unknown",43,1,-1,0,"unknown","no","2008-05-06","Tuesday"
473,39,"blue-collar","married","secondary","no",983,"yes","no","unknown",97,1,-1,0,"unknown","no","2008-05-06","Tuesday"
474,34,"admin.","married","secondary","no",869,"no","no","unknown",1677,1,-1,0,"unknown","yes","2008-05-06","Tuesday"
475,40,"blue-collar","married","primary","no",668,"yes","no","unknown",283,2,-1,0,"unknown","no","2008-05-06","Tuesday"
476,50,"management","married","tertiary","no",964,"yes","no","unknown",323,1,-1,0,"unknown","no","2008-05-06","Tuesday"
477,31,"management","single","secondary","no",301,"yes","no","unknown",82,1,-1,0,"unknown","no","2008-05-06","Tuesday"
478,37,"admin.","single","secondary","no",140,"yes","no","unknown",310,1,-1,0,"unknown","no","2008-05-06","Tuesday"
479,39,"management","single","secondary","no",1877,"yes","no","unknown",185,1,-1,0,"unknown","no","2008-05-06","Tuesday"
480,51,"blue-collar","married","primary","no",1127,"yes","no","unknown",47,1,-1,0,"unknown","no","2008-05-06","Tuesday"
481,41,"technician","married","secondary","no",871,"yes","no","unknown",145,1,-1,0,"unknown","no","2008-05-06","Tuesday"
482,41,"technician","married","secondary","no",767,"yes","yes","unknown",204,1,-1,0,"unknown","no","2008-05-06","Tuesday"
483,43,"blue-collar","married","secondary","no",0,"no","no","unknown",187,1,-1,0,"unknown","no","2008-05-06","Tuesday"
484,30,"services","single","secondary","no",209,"yes","no","unknown",30,2,-1,0,"unknown","no","2008-05-06","Tuesday"
485,54,"management","divorced","primary","no",0,"no","no","unknown",472,1,-1,0,"unknown","no","2008-05-06","Tuesday"
486,43,"blue-collar","divorced","secondary","no",110,"yes","yes","unknown",448,1,-1,0,"unknown","no","2008-05-06","Tuesday"
487,59,"management","divorced","tertiary","no",-76,"yes","yes","unknown",264,1,-1,0,"unknown","no","2008-05-06","Tuesday"
488,47,"technician","married","unknown","no",178,"yes","no","unknown",169,1,-1,0,"unknown","no","2008-05-06","Tuesday"
489,40,"blue-collar","married","primary","no",-66,"yes","no","unknown",288,1,-1,0,"unknown","no","2008-05-06","Tuesday"
490,32,"technician","married","secondary","no",0,"yes","no","unknown",176,2,-1,0,"unknown","no","2008-05-06","Tuesday"
491,29,"blue-collar","married","secondary","no",1,"yes","no","unknown",215,1,-1,0,"unknown","no","2008-05-06","Tuesday"
492,36,"blue-collar","married","secondary","no",0,"yes","no","unknown",337,1,-1,0,"unknown","no","2008-05-06","Tuesday"
493,55,"unemployed","married","tertiary","no",5345,"no","no","unknown",278,1,-1,0,"unknown","no","2008-05-06","Tuesday"
494,30,"blue-collar","divorced","secondary","no",-209,"yes","no","unknown",188,2,-1,0,"unknown","no","2008-05-06","Tuesday"
495,39,"admin.","single","secondary","no",0,"yes","no","unknown",174,2,-1,0,"unknown","no","2008-05-06","Tuesday"
496,39,"blue-collar","divorced","secondary","no",42,"yes","no","unknown",226,2,-1,0,"unknown","no","2008-05-06","Tuesday"
497,50,"blue-collar","divorced","secondary","no",41,"yes","no","unknown",190,1,-1,0,"unknown","no","2008-05-06","Tuesday"
498,44,"blue-collar","married","secondary","no",-99,"yes","no","unknown",111,2,-1,0,"unknown","no","2008-05-06","Tuesday"
499,37,"technician","single","secondary","no",17,"yes","no","unknown",164,1,-1,0,"unknown","no","2008-05-06","Tuesday"
500,46,"admin.","married","primary","no",276,"yes","yes","unknown",157,2,-1,0,"unknown","no","2008-05-06","Tuesday"
501,32,"technician","single","unknown","no",-170,"no","no","unknown",46,1,-1,0,"unknown","no","2008-05-06","Tuesday"
502,37,"management","single","tertiary","no",230,"yes","yes","unknown",374,1,-1,0,"unknown","no","2008-05-06","Tuesday"
503,29,"blue-collar","married","secondary","no",9,"yes","no","unknown",349,1,-1,0,"unknown","no","2008-05-06","Tuesday"
504,41,"blue-collar","married","secondary","no",946,"yes","no","unknown",325,1,-1,0,"unknown","no","2008-05-06","Tuesday"
505,45,"blue-collar","married","primary","no",1297,"yes","no","unknown",233,2,-1,0,"unknown","no","2008-05-06","Tuesday"
506,57,"retired","divorced","secondary","no",-331,"yes","no","unknown",531,1,-1,0,"unknown","no","2008-05-06","Tuesday"
507,48,"blue-collar","single","secondary","no",44,"yes","no","unknown",153,1,-1,0,"unknown","no","2008-05-06","Tuesday"
508,60,"retired","married","secondary","yes",15,"no","no","unknown",80,1,-1,0,"unknown","no","2008-05-06","Tuesday"
509,26,"admin.","single","secondary","no",712,"yes","no","unknown",232,1,-1,0,"unknown","no","2008-05-06","Tuesday"
510,58,"retired","married","secondary","no",5435,"yes","no","unknown",118,1,-1,0,"unknown","no","2008-05-06","Tuesday"
511,34,"admin.","married","secondary","no",507,"yes","no","unknown",190,1,-1,0,"unknown","no","2008-05-06","Tuesday"
512,55,"unemployed","divorced","secondary","no",387,"yes","no","unknown",918,1,-1,0,"unknown","yes","2008-05-06","Tuesday"
513,41,"blue-collar","married","primary","no",0,"yes","yes","unknown",238,1,-1,0,"unknown","no","2008-05-06","Tuesday"
514,50,"management","divorced","secondary","no",1716,"yes","no","unknown",82,1,-1,0,"unknown","no","2008-05-06","Tuesday"
515,49,"entrepreneur","married","secondary","no",167,"yes","yes","unknown",198,3,-1,0,"unknown","no","2008-05-06","Tuesday"
516,44,"admin.","married","unknown","no",40,"no","yes","unknown",160,2,-1,0,"unknown","no","2008-05-06","Tuesday"
517,44,"blue-collar","married","primary","no",148,"yes","no","unknown",211,1,-1,0,"unknown","no","2008-05-06","Tuesday"
518,31,"technician","married","secondary","no",17,"yes","yes","unknown",120,1,-1,0,"unknown","no","2008-05-06","Tuesday"
519,34,"blue-collar","single","tertiary","no",1011,"yes","no","unknown",136,1,-1,0,"unknown","no","2008-05-06","Tuesday"
520,46,"management","single","unknown","no",1527,"yes","no","unknown",269,1,-1,0,"unknown","no","2008-05-06","Tuesday"
521,42,"management","married","tertiary","no",744,"no","no","unknown",157,1,-1,0,"unknown","no","2008-05-06","Tuesday"
522,52,"admin.","married","secondary","no",484,"yes","no","unknown",128,1,-1,0,"unknown","no","2008-05-06","Tuesday"
523,29,"management","single","tertiary","no",0,"yes","no","unknown",211,1,-1,0,"unknown","no","2008-05-06","Tuesday"
524,53,"retired","married","primary","no",136,"yes","no","unknown",267,2,-1,0,"unknown","no","2008-05-06","Tuesday"
525,43,"blue-collar","married","secondary","no",1335,"yes","no","unknown",371,2,-1,0,"unknown","no","2008-05-06","Tuesday"
526,38,"management","married","secondary","no",517,"yes","no","unknown",288,2,-1,0,"unknown","no","2008-05-06","Tuesday"
527,46,"management","married","tertiary","no",459,"yes","no","unknown",221,1,-1,0,"unknown","no","2008-05-06","Tuesday"
528,48,"management","divorced","unknown","no",549,"yes","no","unknown",427,1,-1,0,"unknown","no","2008-05-06","Tuesday"
529,30,"admin.","divorced","secondary","no",83,"yes","yes","unknown",310,1,-1,0,"unknown","no","2008-05-06","Tuesday"
530,44,"blue-collar","married","primary","no",213,"no","no","unknown",158,1,-1,0,"unknown","no","2008-05-06","Tuesday"
531,31,"housemaid","married","primary","no",203,"yes","no","unknown",604,3,-1,0,"unknown","no","2008-05-06","Tuesday"
532,42,"services","single","secondary","no",518,"yes","no","unknown",198,1,-1,0,"unknown","no","2008-05-06","Tuesday"
533,40,"management","single","tertiary","no",3877,"yes","no","unknown",145,1,-1,0,"unknown","no","2008-05-06","Tuesday"
534,52,"admin.","married","secondary","no",1236,"yes","no","unknown",247,1,-1,0,"unknown","no","2008-05-06","Tuesday"
535,45,"blue-collar","divorced","secondary","no",756,"yes","no","unknown",179,2,-1,0,"unknown","no","2008-05-06","Tuesday"
536,48,"blue-collar","married","secondary","no",157,"yes","no","unknown",73,1,-1,0,"unknown","no","2008-05-06","Tuesday"
537,45,"blue-collar","married","primary","no",-66,"yes","no","unknown",263,2,-1,0,"unknown","no","2008-05-06","Tuesday"
538,34,"blue-collar","married","unknown","no",245,"yes","no","unknown",13,1,-1,0,"unknown","no","2008-05-06","Tuesday"
539,34,"blue-collar","married","primary","no",-144,"yes","no","unknown",79,2,-1,0,"unknown","no","2008-05-06","Tuesday"
540,46,"blue-collar","married","secondary","no",71,"yes","no","unknown",416,1,-1,0,"unknown","no","2008-05-06","Tuesday"
541,49,"services","divorced","secondary","no",505,"yes","no","unknown",162,1,-1,0,"unknown","no","2008-05-06","Tuesday"
542,50,"technician","married","primary","no",249,"yes","no","unknown",129,1,-1,0,"unknown","no","2008-05-06","Tuesday"
543,34,"admin.","single","secondary","no",0,"yes","no","unknown",150,1,-1,0,"unknown","no","2008-05-06","Tuesday"
544,40,"unemployed","single","secondary","no",11,"yes","no","unknown",43,1,-1,0,"unknown","no","2008-05-06","Tuesday"
545,36,"admin.","married","secondary","no",639,"yes","no","unknown",191,1,-1,0,"unknown","no","2008-05-06","Tuesday"
546,59,"blue-collar","divorced","unknown","no",124,"yes","no","unknown",26,1,-1,0,"unknown","no","2008-05-06","Tuesday"
547,45,"blue-collar","married","secondary","no",82,"yes","no","unknown",250,1,-1,0,"unknown","no","2008-05-06","Tuesday"
548,36,"self-employed","married","tertiary","no",107,"yes","no","unknown",146,1,-1,0,"unknown","no","2008-05-06","Tuesday"
549,56,"services","married","secondary","no",473,"yes","no","unknown",416,1,-1,0,"unknown","no","2008-05-06","Tuesday"
550,42,"services","divorced","secondary","no",372,"yes","yes","unknown",121,2,-1,0,"unknown","no","2008-05-06","Tuesday"
551,30,"admin.","married","secondary","no",46,"yes","no","unknown",114,2,-1,0,"unknown","no","2008-05-06","Tuesday"
552,30,"student","single","tertiary","no",34,"yes","no","unknown",289,1,-1,0,"unknown","no","2008-05-06","Tuesday"
553,47,"self-employed","married","unknown","no",935,"yes","no","unknown",225,1,-1,0,"unknown","no","2008-05-06","Tuesday"
554,33,"blue-collar","married","secondary","no",-10,"yes","no","unknown",123,1,-1,0,"unknown","no","2008-05-06","Tuesday"
555,36,"admin.","married","secondary","no",-106,"yes","no","unknown",130,2,-1,0,"unknown","no","2008-05-06","Tuesday"
556,39,"services","divorced","primary","no",471,"yes","no","unknown",161,2,-1,0,"unknown","no","2008-05-06","Tuesday"
557,56,"admin.","divorced","secondary","no",778,"yes","no","unknown",149,2,-1,0,"unknown","no","2008-05-06","Tuesday"
558,39,"blue-collar","divorced","unknown","no",170,"yes","no","unknown",268,2,-1,0,"unknown","no","2008-05-06","Tuesday"
559,42,"technician","married","secondary","no",315,"yes","no","unknown",259,2,-1,0,"unknown","no","2008-05-06","Tuesday"
560,52,"blue-collar","married","secondary","no",3165,"no","no","unknown",26,1,-1,0,"unknown","no","2008-05-06","Tuesday"
561,36,"admin.","divorced","secondary","no",131,"yes","no","unknown",153,1,-1,0,"unknown","no","2008-05-06","Tuesday"
562,35,"entrepreneur","married","secondary","yes",204,"yes","no","unknown",424,2,-1,0,"unknown","no","2008-05-06","Tuesday"
563,47,"technician","married","secondary","no",83,"yes","no","unknown",179,2,-1,0,"unknown","no","2008-05-06","Tuesday"
564,59,"services","divorced","secondary","no",0,"yes","yes","unknown",97,1,-1,0,"unknown","no","2008-05-06","Tuesday"
565,57,"blue-collar","married","primary","no",5431,"yes","yes","unknown",383,1,-1,0,"unknown","no","2008-05-06","Tuesday"
566,38,"management","married","unknown","no",1759,"yes","no","unknown",440,1,-1,0,"unknown","no","2008-05-06","Tuesday"
567,46,"unemployed","married","secondary","no",-125,"yes","no","unknown",23,1,-1,0,"unknown","no","2008-05-06","Tuesday"
568,34,"blue-collar","married","secondary","no",0,"no","no","unknown",195,1,-1,0,"unknown","no","2008-05-06","Tuesday"
569,28,"services","single","secondary","no",5090,"yes","no","unknown",1297,3,-1,0,"unknown","yes","2008-05-06","Tuesday"
570,38,"technician","married","unknown","no",573,"yes","no","unknown",87,1,-1,0,"unknown","no","2008-05-06","Tuesday"
571,56,"blue-collar","married","secondary","no",1602,"yes","no","unknown",427,1,-1,0,"unknown","no","2008-05-06","Tuesday"
572,41,"blue-collar","single","primary","yes",-137,"yes","yes","unknown",189,1,-1,0,"unknown","no","2008-05-06","Tuesday"
573,52,"technician","married","unknown","no",0,"no","no","unknown",195,1,-1,0,"unknown","no","2008-05-06","Tuesday"
574,54,"services","married","secondary","no",193,"no","no","unknown",179,1,-1,0,"unknown","no","2008-05-06","Tuesday"
575,61,"retired","married","secondary","no",195,"yes","yes","unknown",179,1,-1,0,"unknown","no","2008-05-06","Tuesday"
576,53,"entrepreneur","married","secondary","no",288,"no","no","unknown",69,1,-1,0,"unknown","no","2008-05-06","Tuesday"
577,47,"technician","married","secondary","no",19,"yes","no","unknown",105,2,-1,0,"unknown","no","2008-05-06","Tuesday"
578,53,"blue-collar","married","primary","no",25,"yes","no","unknown",266,3,-1,0,"unknown","no","2008-05-06","Tuesday"
579,46,"services","married","secondary","no",216,"yes","no","unknown",524,2,-1,0,"unknown","no","2008-05-06","Tuesday"
580,39,"blue-collar","divorced","primary","no",190,"yes","yes","unknown",96,2,-1,0,"unknown","no","2008-05-06","Tuesday"
581,56,"technician","divorced","secondary","no",99,"yes","no","unknown",155,2,-1,0,"unknown","no","2008-05-06","Tuesday"
582,55,"services","divorced","primary","no",2298,"yes","no","unknown",162,2,-1,0,"unknown","no","2008-05-06","Tuesday"
583,44,"management","married","tertiary","no",17,"yes","no","unknown",352,2,-1,0,"unknown","no","2008-05-06","Tuesday"
584,37,"technician","married","primary","no",0,"yes","no","unknown",76,4,-1,0,"unknown","no","2008-05-06","Tuesday"
585,35,"blue-collar","married","primary","no",0,"yes","no","unknown",154,2,-1,0,"unknown","no","2008-05-06","Tuesday"
586,55,"blue-collar","married","secondary","no",840,"yes","no","unknown",310,2,-1,0,"unknown","no","2008-05-06","Tuesday"
587,37,"services","married","secondary","no",358,"yes","no","unknown",390,3,-1,0,"unknown","no","2008-05-06","Tuesday"
588,30,"technician","single","secondary","no",0,"yes","no","unknown",369,1,-1,0,"unknown","no","2008-05-06","Tuesday"
589,37,"blue-collar","married","primary","no",-325,"yes","yes","unknown",112,2,-1,0,"unknown","no","2008-05-06","Tuesday"
590,36,"technician","single","secondary","no",-15,"yes","no","unknown",341,3,-1,0,"unknown","no","2008-05-06","Tuesday"
591,38,"technician","married","secondary","no",581,"yes","no","unknown",79,1,-1,0,"unknown","no","2008-05-06","Tuesday"
592,41,"admin.","divorced","primary","no",4070,"yes","no","unknown",140,2,-1,0,"unknown","no","2008-05-06","Tuesday"
